strain,sex,animal_id,GLU,CHOL,HDL,TG,RBC,WBC,pctLYMP,pctNEUT,pctMONO,pctBASO,pctEOS,pctLUC,pctRetic,RDW,MCV,MCH,MCHC,CHCM,HDW,mHGB,cHGB,HCT,PLT,MPV,systolic_BP,pulse,HR,CV,R_amplitude,RS_amplitude,RR,PQ,PR,QRS,QT,QTc,QT_dispersion,QTc_dispersion,ST,BMD,BMC,bone_area,total_area,LTM,pct_fat,TTM,bw
WSB/EiJ,m,HHF1M11,156,118,100.5,98,10.47,5.04,78.4,12.95,2.45,1.05,4.85,0.25,1.95,14.35,41.05,15.05,36.7,36.2,2.3,15.75,15.55,42.95,1621.5,7.7,,,,,,,,,,,,,,,,0.05,0.15,3.68,8.18,6,19.28,8.07,16.94
WSB129SF1,f,HCF1F01,150,99.5,92.05,78,10.12,4,75.2,17.3,1.4,0.1,5.9,0.2,5.3,15.2,48,15.8,33,30.7,1.95,16,14.9,48.6,1091,8.9,161,632,,,,,,,,,,,,,,0.07,0.29,5.41,9.14,6.85,13.03,8.26,18.46
WSB129SF1,f,HCF1F02,171.5,97,89.35,72.5,9.83,4.53,83.5,11.6,1.5,0,3.1,0.3,4.3,15.8,48.4,16,33.1,30.9,1.98,15.8,14.7,47.6,1211,6,135,765,,,,,,,,,,,,,,0.07,0.29,5.38,8.73,6.6,15.4,7.76,17.71
WSB129SF1,f,HCF1F03,170.5,109.5,99.6,58,10.25,8.1,82.9,11.1,1.2,0.2,4.1,0.6,4,15.6,48,15.9,33.2,30.9,1.91,16.3,15.2,49.2,1125,11.1,123,736,,,,,,,,,,,,,,0.07,0.26,5.19,9.41,6.45,12.9,7.67,17.4
WSB129SF1,f,HCF1F04,147,103,83.3,57,10.15,6.19,82.5,12.1,1.1,0.2,3.7,0.5,3.6,13.7,46.8,15.9,34.1,32.9,1.74,16.2,15.6,47.5,1120,7.7,,,,,,,,,,,,,,,,0.08,0.28,5.09,8.46,6.8,14.38,8.44,18.57
WSB129SF1,f,HCF1F05,181,94,86,27,9.53,5.64,79.5,15.7,1.3,0.3,2.9,0.4,4.7,14.6,48.5,16.5,34.1,33.1,1.77,15.7,15.3,46.2,931,6.6,,,,,,,,,,,,,,,,0.07,0.2,4.26,7.4,6.15,12.97,7.42,15.91
WSB129SF1,m,HCF1M01,173,140,124,63.5,10.51,8.23,85,9.4,1.4,0.1,3.4,0.7,4,13.1,48.7,15.7,32.2,30,1.52,16.5,15.4,51.2,1233,7.7,125,571,,,,,,,,,,,,,,0.07,0.29,5.58,9.96,8.1,12.59,9.63,21.98
WSB129SF1,m,HCF1M02,190.5,150,136.65,95,9.8,8.48,87.9,8.8,1.1,0.1,1.6,0.5,3.1,13.6,47.5,16.1,33.9,31.2,1.75,15.8,14.5,46.5,1178,6,121,563,,,,,,,,,,,,,,0.06,0.28,5.16,9.58,8.45,13.17,10.23,22.02
WSB129SF1,m,HCF1M03,170,134,118.2,102,10.08,8.21,84.7,9.6,2.1,0.2,2.8,0.6,2.6,13.5,45.9,15.8,34.3,32.4,1.88,15.9,15,46.3,1184,5.2,114,433,,,,,,,,,,,,,,0.06,0.26,5.13,9.55,7.9,14.4,9.7,21.54
WSB129SF1,m,HCF1M04,142,135,115.1,86,9.49,6.33,82.4,13.6,1.2,0.2,2.1,0.5,3.5,13.1,46.6,16.1,34.5,33.2,1.74,15.3,14.7,44.3,1285,10.4,,,,,,,,,,,,,,,,0.06,0.23,4.66,8.67,7.15,16.76,8.95,19.05
WSB129SF1,m,HCF1M05,142,128,105.6,85,10.06,8.05,84.1,11.8,1.3,0.3,2.1,0.4,3.2,13.4,47.2,16.3,34.5,32.8,1.71,16.4,15.6,47.4,1155,10.8,,,,,,,,,,,,,,,,0.06,0.24,4.79,8.45,7.35,14.96,8.95,19.16
WSBAF1,f,HAF1F01,184,78,70.6,114,10.84,5.43,76.7,14.1,1.8,0.2,6.9,0.3,2,14.1,46.5,15.4,33.1,31.5,1.66,16.7,15.9,50.4,1065,6.9,,,,,,,,,,,,,,,,0.06,0.23,4.78,9.34,6.75,15.36,8.34,18.65
WSBAF1,f,HAF1F02,169,85,77,148,10.71,6.93,82.8,12.2,1.9,0.2,2.5,0.4,3.1,14.6,45.4,15.4,34.1,32.2,1.76,16.5,15.6,48.6,1060,6,,,,,,,,,,,,,,,,0.06,0.24,5.06,9.17,6.5,13.82,7.85,17.83
WSBAF1,f,HAF1F03,179,89,79.7,115,10.57,6.5,82.7,12.3,1.2,0.2,3.2,0.35,1.45,15.2,46.4,15.5,33.35,32.65,2.15,16.35,15.95,49,1129.5,5.95,,,,,,,,,,,,,,,,0.06,0.23,4.79,9.36,7.1,14.43,8.62,19.19
WSBAF1,f,HAF1F04,146,100,86.2,94,10.34,5.16,80.3,13.3,1.3,0.4,4.2,0.5,3,14.9,46.2,15.5,33.5,33.4,2.59,16,16,47.8,966,4.4,,,838,0.66,323.34,58.1,71.6,8,13.1,11.2,37.3,44.1,18,21.6,26.6,0.06,0.23,4.35,7.95,7,13.83,8.46,18.7
WSBAF1,f,HAF1F05,177,94,79.9,117,10.71,5.68,80.5,14.3,0.9,0.3,3.8,0.3,2.7,14.1,45.8,12.5,27.3,33.6,2.5,13.4,16.5,49,709,4.4,,,,,,,,,,,,,,,,0.07,0.25,4.84,8.49,7.65,13.94,9.28,20.56
WSBAF1,m,HAF1M01,203,114,102.2,140,10.18,12.72,82.8,10.9,1.3,0.3,4.1,0.7,2.4,13.5,47.2,15.4,32.6,31.1,1.66,15.7,15,48.1,1104,5.5,,,,,,,,,,,,,,,,0.06,0.24,4.87,10.44,9.15,16.78,11.49,24.24
WSBAF1,m,HAF1M02,228,115,103.5,126,9.61,10.41,83.8,9.5,1.5,0.2,4.6,0.4,1.6,13.6,47,15.5,33.1,31.6,1.64,14.9,14.3,45.2,1118,5.2,,,,,,,,,,,,,,,,0.06,0.28,5.55,10.89,9.4,11.21,10.87,23.96
WSBAF1,m,HAF1M03,197,124,110.1,168,9.86,10.61,85.7,9.8,1.5,0.1,2.3,0.6,2.7,13.4,46.8,15.6,33.3,31.8,1.68,15.4,14.7,46.2,1187,5.9,,,,,,,,,,,,,,,,0.07,0.27,5.19,10.17,9.3,11.75,10.88,23.22
WSBAF1,m,HAF1M04,215,102,89.8,141,9.69,11.53,81.9,13.1,1.5,0.2,2.8,0.6,2.4,13.7,47.7,15.6,32.8,31.5,1.65,15.1,14.6,46.2,983,5,,,,,,,,,,,,,,,,0.06,0.25,5.04,10.45,9.15,15.47,11.06,23.94
WSBAF1,m,HAF1M05,173,107,91.2,106,9.97,11.97,87.4,9.1,1.4,0.2,1.3,0.6,2.4,14.2,46.2,15.4,33.3,32,1.82,15.4,14.8,46.1,1117,5.1,,,,,,,,,,,,,,,,0.05,0.22,4.47,9.61,9.2,16.19,11.32,23.15
WSBB6F1,f,HBF1F01,187,87,75.8,133,9.7,9.47,87.3,9.1,0.6,0.2,2,0.8,2.7,13.9,45.4,15.5,34.1,32,1.61,15,14.1,44.1,1315,9.1,136,698,,,,,,,,,,,,,,0.07,0.25,4.93,10.3,9.35,18.53,11.71,25.08
WSBB6F1,f,HBF1F02,205,84,77.9,104,10.1,7.38,78.6,12.2,0.5,0.1,8.1,0.5,2,13.5,46.1,15.8,34.3,32,1.54,16,14.9,46.5,987,6.3,128,755,,,,,,,,,,,,,,0.07,0.3,5.69,9.52,8.2,11.1,9.78,21.82
WSBB6F1,f,HBF1F03,200,96,85,79,10.06,6.16,86,9.9,0.8,0.2,2.5,0.6,1.8,13.5,45.8,15.4,33.5,32,1.53,15.5,14.8,46.1,1000,4.8,149,615,,,,,,,,,,,,,,0.06,0.28,5.35,10.01,9.2,14.95,11.18,24.13
WSBB6F1,f,HBF1F04,210,84,76.6,119,9.97,8.59,87.6,8.5,0.7,0.1,2.2,0.9,1.9,13.4,45.3,15.7,34.6,31.9,1.56,15.6,14.4,45.2,1291,9.7,132,769,,,,,,,,,,,,,,0.06,0.28,5.41,10.56,8.65,15.89,10.86,23.57
WSBB6F1,f,HBF1F05,196,97,84.5,118,10.17,9.12,88.9,6.2,1,0.1,2.8,1.1,2.2,13.3,45.7,15.5,33.8,32.1,1.53,15.7,14.9,46.5,1180,4.7,167,749,,,,,,,,,,,,,,0.06,0.27,5.31,9.55,7.5,12.79,9.01,19.99
WSBB6F1,m,HBF1M01,194.5,112.5,101.35,98.5,9.83,10.09,87.6,8.6,1,0.2,1.8,0.8,2.5,12.9,47.7,16.1,33.7,31,1.49,15.8,14.5,46.9,1325,7.6,140,640,,,,,,,,,,,,,,0.06,0.26,5.09,10.62,10.4,14.54,12.52,26.47
WSBB6F1,m,HBF1M02,209,121,109.35,99,10.45,9.03,82.4,8.9,1.6,0.2,6.1,0.7,3.1,13,47.6,15.7,33,30.9,1.62,16.4,15.3,49.7,1369,10.6,139,654,,,,,,,,,,,,,,0.06,0.27,5.4,11.2,10.4,14.35,12.55,27.54
WSBB6F1,m,HBF1M03,207.5,120,105.5,96,10.01,10.85,85.7,9.2,1.6,0.1,2.4,0.9,3.3,13.1,46.6,15.8,33.9,31.7,1.62,15.8,14.8,46.6,1428,6.1,129,621,,,,,,,,,,,,,,0.06,0.28,5.2,10.62,10.65,13.22,12.81,26.94
WSBB6F1,m,HBF1M04,226,127,113.4,116,10.04,7.76,85.8,10.2,1.1,0.3,1.6,0.9,2.3,13.2,46.1,15.7,33.9,31.9,1.61,15.7,14.8,46.3,1344,5,,,,,,,,,,,,,,,,0.05,0.26,5.18,12.42,11.95,19.45,15.29,32.42
WSBB6F1,m,HBF1M05,226,113,103.1,102,9.97,5.35,86.2,9.7,1.5,0.1,2,0.5,2.7,13.1,46.6,15.5,33.3,31.5,1.61,15.5,14.6,46.5,1426,4.6,,,,,,,,,,,,,,,,0.06,0.27,5.21,12.45,11.5,17,14.66,31.15
WSBCASTF1,f,HFF1F01,225,86,73,111,11.77,9.52,89.8,5.5,1,0.2,3,0.5,1.9,13.7,46,15.1,32.9,31,2.33,17.8,16.8,54.1,1283,5.4,,,,,,,,,,,,,,,,0.07,0.3,5.59,10.09,8.75,13.01,10.31,23.12
WSBCASTF1,f,HFF1F02,160,75,60.1,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.25,5.06,9.47,7.2,12.01,8.51,19.15
WSBCASTF1,f,HFF1F03,174,77,56.6,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.24,4.9,9.39,6.85,12.99,8.25,18.06
WSBCASTF1,f,HFF1F04,136,79,62.7,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.25,5.05,9.28,6.65,12.6,7.92,18.03
WSBCASTF1,f,HFF1F05,140,76,60,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.26,5.34,9.03,6.35,12.63,7.59,17.39
WSBCASTF1,f,HFF1F06,175,82,61.8,85,10.23,3.75,82.4,9.1,1,0.4,7,0.2,2.4,14.7,44,15.5,35.2,35.3,2.07,15.9,15.9,45.1,1383,7.3,,,,,,,,,,,,,,,,0.06,0.2,4.13,7.76,6.2,15.11,7.66,16.15
WSBCASTF1,m,HFF1M01,209,118,93.8,268,9.86,6.62,74.3,21.75,1.8,0.2,1.6,0.45,7.15,17.2,47.55,15.7,33.1,31.25,2.43,15.5,14.65,46.9,1443.5,6.45,,,,,,,,,,,,,,,,0.06,0.3,5.63,11.43,10.5,15.51,12.81,28.03
WSBCASTF1,m,HFF1M02,196,134,101.6,223,9.6,7.04,70.65,24.45,1.6,0.3,2.6,0.35,11,19.1,48.9,16.15,33,31,2.69,15.5,14.55,46.95,1636.5,8.15,,,,,,,,,,,,,,,,0.06,0.28,5.36,10.49,9.45,16.16,11.59,25.36
WSBCASTF1,m,HFF1M03,232,126,109.3,182,10.16,6.48,74.7,18.85,2,0.25,3.9,0.2,4.75,16.2,47.6,15.6,32.8,31.2,2.34,15.8,15,48.2,1305.5,6.6,,,,,,,,,,,,,,,,0.06,0.27,5.06,10.46,10,16.31,12.29,26.62
WSBCASTF1,m,HFF1M04,205,133,110.2,204,10.13,5.59,77.15,16.6,1.35,0.35,4.4,0.15,3.9,15.6,46.35,15.4,33.25,31.85,2.36,15.6,14.95,46.95,1356.5,5.75,,,,,,,,,,,,,,,,0.07,0.32,5.72,10.54,9.9,12.44,11.72,26.02
WSBCASTF1,m,HFF1M05,195,119,94.4,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.26,5.37,10.69,9.55,13,11.47,24.82
WSBNODF1,f,HDF1F01,133,106,92.9,111,9.88,7.5,83.1,13.4,1.1,0.1,1.6,0.7,3,13.7,45.6,15.9,34.8,32.4,1.75,15.7,14.6,45.1,1163,7.9,,,,,,,,,,,,,,,,0.07,0.32,5.91,10.16,8.5,12.52,10.05,22.69
WSBNODF1,f,HDF1F02,161,112,94.6,126,9.92,6.77,82.6,14.2,1.2,0.2,1.4,0.4,4,15.2,48.1,16.1,33.4,31.3,1.74,15.9,14.9,47.7,1261,6.5,,,,,,,,,,,,,,,,0.07,0.31,5.65,10.74,9.55,14.32,11.48,25.17
WSBNODF1,f,HDF1F03,112,110,95.7,116,9.42,7.87,86.6,10.4,1.1,0.3,1,0.6,5.1,14.9,45.8,15.7,34.2,32.4,1.84,14.8,14,43.2,1352,8.2,,,,,,,,,,,,,,,,0.07,0.32,5.78,10.05,9.1,11.93,10.8,23.88
WSBNODF1,f,HDF1F04,143,104,85.3,75,10.21,6.1,82.5,11.3,1.3,0.5,3.9,0.5,4.1,14,47.1,15.3,32.5,33,2.47,15.6,15.9,48.1,775,4.6,,,,,,,,,,,,,,,,0.07,0.25,4.97,8.74,7,15.05,8.78,19.27
WSBNODF1,f,HDF1F06,158,105,98.4,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.25,5.17,9.67,8,13.55,9.65,21.61
WSBNODF1,f,HDF1F07,178,122,110.1,62,9.69,7.06,85.2,10.4,1.2,0.3,2.4,0.4,2.9,18.1,46.6,16.1,34.5,35.4,2.33,15.6,16,45.2,1202,4.3,,,,,,,,,,,,,,,,0.04,0.5,10.51,25.45,20.2,24.07,26.55,27.89
WSBNODF1,f,HDF1M01,176,167,141.1,258,9.02,6.76,84.3,10.2,1.8,0.1,3.1,0.4,4.3,14.2,47.5,16.4,34.6,32.1,1.82,14.8,13.7,42.8,1550,6.4,,,,,,,,,,,,,,,,0.07,0.32,5.73,11.63,11.3,15.67,13.59,28.65
WSBNODF1,m,HDF1M02,138,139,123.7,159,9.72,8.51,85,10.7,1.6,0.2,1.6,0.9,3.3,14.3,48.1,15.9,33.1,32,1.76,15.5,14.9,46.8,1382,4.5,,,,,,,,,,,,,,,,0.06,0.3,5.78,11.62,11.1,16.72,13.51,28.84
WSBNODF1,m,HDF1M03,157,156,137.3,141,10.43,8.14,80.5,10.8,1.4,0.2,6.5,0.5,2.8,14.7,50.5,15.7,31,29.7,1.71,16.3,15.7,52.7,1177,4.7,,,,,,,,,,,,,,,,0.06,0.28,5.5,11.19,10.35,14.87,12.68,27.3
WSBNODF1,m,HDF1M04,177,160,143.3,82,9.69,6.89,84.7,10.5,1.4,0.2,2.7,0.5,3.5,14.3,50,16.3,32.7,30.7,1.78,15.8,14.9,48.4,1340,6.4,,,,,,,,,,,,,,,,0.06,0.32,6.09,12.25,10.75,15.57,13.08,28.73
WSBNODF1,m,HDF1M05,175,145,129.7,154,9.12,6.38,86.7,8.9,1.4,0.1,2.5,0.5,3.4,14.5,49,16.4,33.5,31.7,1.72,15,14.2,44.7,1494,10.1,,,,,,,,,,,,,,,,0.06,0.27,5.42,11.67,10.6,18.22,13.18,28.05
WSBNODF1,m,HDF1M07,197,168,168.4,165,8.97,8.11,85.1,9.2,1.8,1.4,2.1,0.4,3.2,14.7,45.9,17.5,38.2,35.4,2.48,15.7,14.6,41.2,1643,10.8,,,,,,,,,,,,,,,,0.06,0.31,5.7,11.12,11.25,14.44,13.6,30.87
WSBNODF1,m,HDF1M08,192,172,163.9,191,9.1,8.46,86.5,8.4,1.7,1,1.9,0.4,5,13.9,45.1,17.6,39,36.3,2.45,16,14.9,41,1576,10.7,,,,,,,,,,,,,,,,0.06,0.27,5.44,11.86,10,20.48,12.77,27.37
WSBNZOF1,f,HEF1F01,187,134,120.5,100,10.19,6.47,86.5,9.8,1.1,0.1,2,0.6,4.1,14.5,48.8,15.6,32,30.8,1.56,15.9,15.3,49.7,1007,5,,,,,,,,,,,,,,,,0.07,0.29,5.47,10.32,8.85,16.38,10.82,24.25
WSBNZOF1,f,HEF1F02,177,106,99.8,142,10.26,9.09,87.4,9.6,1,0.3,1.2,0.5,3.8,14.2,46.9,15.3,32.6,31.7,1.58,15.7,15.2,48.1,1104,5.1,,,,,,,,,,,,,,,,0.08,0.31,5.57,11.15,9.2,20.34,11.89,26.33
WSBNZOF1,f,HEF1F03,186,128,114.1,192,10.69,6.12,84.5,12.2,0.9,0.1,1.8,0.5,2.8,13.9,42.1,15.3,36.3,36.8,2.82,16.3,16.6,45,977,4.5,,,767,0.89,284.28,223.92,78.3,24.4,31.8,11,43,48.7,19,21.4,32.5,0.08,0.33,5.59,10.21,9.7,16.83,11.87,25.91
WSBNZOF1,f,HEF1F04,187,121,109.4,159,10.62,5.82,86.4,10.1,1,0.1,2,0.4,3,13.3,42.4,15,35.4,36.4,2.71,16,16.4,45.1,1176,4.6,,,741,1.18,349.18,463.41,80.9,22.4,29.9,10.7,42.8,47.6,16,17.9,32.6,0.07,0.28,5.19,10.8,8.85,15.93,10.81,23.87
WSBNZOF1,f,HEF1F05,171,117,111,140,10.38,6.85,82.8,13,1,0.3,2.2,0.7,3.5,15.3,43.3,15,34.7,35.6,2.76,15.6,16,45,1241,4.6,,,790,1.92,420.72,458.82,76,22.8,30.1,10.7,41.7,47.9,15.5,16.8,31.5,0.07,0.28,5.07,11.12,9.45,20.65,12.18,26.93
WSBNZOF1,m,HEF1M01,,,,,10.48,7.06,79.8,15.4,1.6,0.1,2.6,0.5,2.9,13.2,46,14.8,32.2,31.2,1.57,15.5,15,48.2,1235,4.6,138,516,866,0.73,212.63,361.96,69.3,21.1,27.7,9.8,37.7,45.3,12.5,15.2,28.4,0.07,0.28,4.97,13.33,11.95,25.42,16.66,35.52
WSBNZOF1,m,HEF1M02,,,,,10.49,6.85,85,11.3,1.6,0.1,1.6,0.4,3.4,13.3,47.1,15,31.9,30.6,1.57,15.7,15.1,49.4,1385,5.1,132,535,823,0.54,229.6,206.23,72.9,21.7,28.3,10,36.4,42.6,18.5,21.8,26.9,0.06,0.27,4.91,12.83,11.1,23.55,15.42,32.76
WSBNZOF1,m,HEF1M03,,,,,10.53,7.66,80.9,13.7,1.9,0.2,2.8,0.5,3.1,13.4,46.5,14.9,32.1,31,1.59,15.7,15.2,49,1389,4.8,130,520,847,0.51,239.48,196.38,70.9,21,27.7,9.7,38.8,46.1,18,21.4,29.6,0.06,0.27,4.87,13.74,12.25,27.62,17.75,37.46
WSBNZOF1,m,HEF1M04,,,,,10.24,6.63,77.4,17.9,1.9,0.3,2,0.5,3.7,13.6,46.6,15.2,32.5,30.9,1.63,15.5,14.8,47.7,1489,8.2,109,444,806,1.05,201.9,313.46,74.4,12.9,17.9,10.9,40.8,47.3,18,21,30.4,0.06,0.27,4.71,13,11.85,26.78,16.52,34.86
WSBNZOF1,m,HEF1M05,187,135,116.7,146,10.59,5.74,81.7,11.2,1.9,0.3,4.6,0.3,3.2,13.3,47.7,15.1,31.6,30.9,1.58,16,15.6,50.6,1095,5,,,,,,,,,,,,,,,,,,,,,,,
WSBPWKF1,f,HGF1F02,142,87,76.1,88,10.17,6.68,78.7,10.5,0.7,0.3,9.2,0.6,2.7,14.6,46,15.5,33.6,32.5,1.81,15.7,15.2,46.8,897,7.3,,,,,,,,,,,,,,,,,,,,,,,
WSBPWKF1,f,HGF1F03,174,86,73.9,117,10.77,5.25,85,11.3,0.7,0,2.5,0.5,2.3,15,47.2,15.2,32.3,31.1,1.64,16.4,15.8,50.9,1131,5,,,,,,,,,,,,,,,,,,,,,,,
WSBPWKF1,f,HGF1F04,152,93,83.2,122,9.5,14.31,87,8.7,1.2,0.4,1.9,0.8,5.6,17.9,48.7,16.2,33.3,32.4,2.18,15.4,15,46.3,722,5.3,,,,,,,,,,,,,,,,,,,,,,,
WSBPWKF1,f,HGF1F05,144,88,78.2,72,9.65,7.5,83,13.2,1.2,0.2,1.8,0.7,5,18.3,47.8,15.9,33.2,32.3,2.15,15.3,14.9,46.2,1175,4.7,,,,,,,,,,,,,,,,0.05,0.21,4.47,7.85,5.4,16.11,6.74,15.08
WSBPWKF1,f,HGF1F06,100,87,80.3,94,9.68,6.87,85.7,10.9,1.1,0.3,1.4,0.6,5.3,17.5,47.6,15.6,32.7,32,1.97,15.1,14.8,46.1,1302,5,,,,,,,,,,,,,,,,0.05,0.21,4.63,7.39,5.2,14.12,6.4,14.48
WSBPWKF1,m,HGF1M01,148,122,100.2,193,10.32,7.62,78.7,14.2,0.9,0.2,5.3,0.6,2.6,15.5,47.2,15,31.7,30.6,1.88,15.4,14.9,48.7,1050,5.1,,,,,,,,,,,,,,,,0.05,0.22,4.97,8.8,7,13.17,8.42,18.63
WSBPWKF1,m,HGF1M02,174,116,98.6,272,10.15,6.36,84.6,10.4,0.7,0.2,3.8,0.4,5.4,15.6,46.7,15,32.1,31.5,1.84,15.2,15,47.4,1490,4.6,,,,,,,,,,,,,,,,0.05,0.22,4.64,8.92,7.45,13.97,9.1,19.74
WSBPWKF1,m,HGF1M03,120,99,91.3,160,10.31,6.32,79.4,15,0.9,0.2,4.1,0.3,4.1,15.3,47,15.1,32.1,31.3,1.87,15.5,15.2,48.5,1258,4.9,,,,,,,,,,,,,,,,0.05,0.23,5,9.12,7.55,14.57,9.23,20.2
WSBPWKF1,m,HGF1M04,207,107,96.1,192,8.93,8.09,82.7,12.7,1.3,0.3,2.3,0.7,3.2,15.6,46.4,17.7,38,31.6,1.85,15.8,13.1,41.4,1271,4.5,,,,,,,,,,,,,,,,0.05,0.21,4.49,9.44,8.2,16.35,10.13,21.65
WSBPWKF1,m,HGF1M05,169,103,88.1,120,11.42,8.09,75.5,13.3,0.9,0.2,9.8,0.3,2.6,14.9,44,14.6,33.1,32.3,1.82,16.7,16.2,50.3,1001,5,,,,,,,,,,,,,,,,0.04,0.21,4.94,8.56,6.65,14.49,8.25,18.18
